1.5594,-0.221764,0.221764,0.221989,0.975867,-0.605453,0.299626,-1.19323,-1.3202,-89.7757,453.298,42.8887,
2.46818,1.51133e-16,1.94362,0.323189,-0.157135,-0.961967,0.452664,-0.462816,-0.700274,-28.9019,100.135,2.64023,
2.63139,-1.05088e-16,1.71622,-0.848451,0.0788681,-0.46461,-1.41534,2.05358,1.91328,56.8251,-56.8251,4.58162,
0.443677,1.90439e-16,-3.11011,0.583229,0.329639,0.242494,-0.817743,1.30176,1.94043,8.03949,-8.03949,0.449605,
3.10564,2.9019e-17,-0.473917,-0.731331,0.519461,0.576349,1.38703,-1.24348,0.736529,-553.327,-294.834,27.1707,
1.81742,1.81742,0.660488,-0.583101,-0.183101,0.62666,0.561179,-1.66988,-1.80002,-419.229,783.855,2.97915,
0,1.83596,0,0.864315,0.54448,-0.930002,-1.08692,0.881526,-0.643756,225.525,225.525,-11.8206,
-1.86603,-1.86603,0.598794,0.116465,-0.579131,0.546809,0.434806,-1.37308,1.64433,-247.612,-686.534,14.8973,
-0,-0.867283,-0,-0.0666628,-0.402275,0.956101,-1.63146,-0.0605965,-0.68396,238.896,215.475,27.6073,
2.41228,-1.23235e-16,2.01258,-0.524386,0.651939,-0.867068,-1.62861,0.0248624,0.286439,274.872,45.6944,25.6145,
0.219354,0.219354,1.55964,-0.644424,-0.832378,0.225632,0.379847,0.59849,-0.488328,-152.965,32.604,-18.3046,
0.710598,1.77579,-1.77579,-0.143695,0.909805,-0.906555,-0.927958,-1.27374,-1.48828,540.333,636.866,-37.1453,
2.21052,1.35356e-16,2.23231,-0.491845,-0.44587,0.265686,-1.23354,-0.577884,1.77038,51.547,-288.938,7.59281,
0,2.39236,0,-0.420786,-0.143424,-0.518922,0.947941,0.341126,-1.95405,-144.401,144.401,-4.76011,
